,self_employeed,company_size,tech_company,tech_prole,mh_benefits,anonymity,leaving_difficulty,disc_mh_coworker,disc_mh_supervisor,reveal_mh_business,reveal_mh_coworkers,affects_productivity,productivity_percent,mention_ph_interview,mention_mh_interview,share_mh_ff,exp_unsupport,reveal_less,family_history,mh_in_past,mh_currently,mh_diagnosed,sought_treatment,age,gender,country_live,state_live,country_work,state_work,year
1609,0,26-100,1.0,1.0,I don't know,I don't know,Somewhat easy,Yes,Yes,,,,,No,No,9,No,No,I don't know,Yes,Possibly,,1,30.0,male,Bulgaria,,Bulgaria,,2017
1610,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,Maybe,Maybe,7,Maybe/Not sure,No,Yes,Possibly,No,,1,45.0,m,New Zealand,,New Zealand,,2017
1611,0,100-500,1.0,1.0,I don't know,Yes,Neither easy nor difficult,Yes,Yes,,,,,Maybe,No,6,No,,No,No,No,,0,31.0,Male,Italy,,Italy,,2017
1612,0,100-500,1.0,1.0,No,Yes,Very easy,Maybe,No,,,,,No,No,1,No,No,No,No,No,,0,36.0,Male,Romania,,Romania,,2017
1613,0,6-25,1.0,1.0,I don't know,Yes,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,5,No,No,Yes,No,No,,0,37.0,male,Argentina,,Argentina,,2017
1614,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,8,No,No,No,No,No,,0,37.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1615,1,,,,,,,,,"No, because it doesn't matter","No, because it would impact me negatively",Yes,26-50%,No,No,0,No,No,No,Possibly,No,,1,28.0,male,Russia,,Russia,,2017
1616,0,26-100,1.0,1.0,Not eligible for coverage / NA,Yes,Somewhat easy,Maybe,Maybe,,,,,No,No,10,No,No,No,Possibly,No,,1,37.0,male,Spain,,Spain,,2017
1617,0,26-100,1.0,1.0,No,I don't know,Very easy,No,No,,,,,No,No,0,No,,No,No,Don't Know,,0,37.0,male,Bulgaria,,Bulgaria,,2017
1618,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Maybe,No,3,"Yes, I experienced",Yes,No,Yes,Yes,Yes,1,64.0,m,Australia,,Australia,,2017
1619,1,,,,,,,,,Not applicable to me,Not applicable to me,Unsure,,Maybe,Maybe,3,Maybe/Not sure,Yes,No,No,No,,1,34.0,female,Germany,,Eritrea,,2017
1620,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,Yes,No,6,Maybe/Not sure,Maybe,Yes,Possibly,Possibly,,1,34.0,Male,Greece,,Greece,,2017
1621,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,76-100%,No,Maybe,8,No,,Yes,No,No,,0,36.0,Male,Spain,,Spain,,2017
1622,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Unsure,,No,No,4,No,,No,No,No,,0,26.0,m,Brazil,,United States of America,Massachusetts,2017
1623,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat difficult,No,No,,,,,Yes,Maybe,6,No,,No,No,Don't Know,,0,33.0,male,Hungary,,Austria,,2017
1624,0,500-1000,1.0,1.0,Yes,I don't know,Very easy,No,No,,,,,Yes,No,9,No,No,No,No,No,,0,47.0,f,United States of America,California,United States of America,California,2017
1625,0,100-500,1.0,0.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,,,,,No,No,5,No,No,I don't know,Yes,Possibly,,1,24.0,Female,United States of America,Illinois,United States of America,Illinois,2017
1626,0,100-500,1.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,No,No,6,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,26.0,Male,United States of America,Minnesota,United States of America,Minnesota,2017
1627,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Maybe,Maybe,,,,,Maybe,Maybe,5,"Yes, I observed",No,I don't know,Yes,No,,1,37.0,Male,Australia,,Australia,,2017
1628,0,More than 1000,1.0,1.0,Yes,No,Neither easy nor difficult,Yes,No,,,,,No,No,2,"Yes, I observed",No,I don't know,Possibly,Yes,Yes,1,29.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1629,0,26-100,1.0,1.0,I don't know,I don't know,Somewhat difficult,No,Yes,,,,,No,No,10,"Yes, I experienced",,Yes,Yes,Yes,Yes,1,33.0,Female,United States of America,Tennessee,United States of America,Tennessee,2017
1630,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,No,,,,,Yes,No,10,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,44.0,male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1631,0,More than 1000,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,6,No,No,Yes,Yes,No,,1,34.0,Female,United States of America,Minnesota,United States of America,Minnesota,2017
1632,0,More than 1000,1.0,1.0,Yes,I don't know,I don't know,No,No,,,,,No,No,3,Maybe/Not sure,No,Yes,No,Don't Know,,0,35.0,Male,United States of America,Alabama,United States of America,Alabama,2017
1633,0,100-500,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,Yes,No,5,Maybe/Not sure,Maybe,I don't know,Yes,Yes,Yes,1,32.0,uhhhhhhhhh fem genderqueer?,United States of America,New York,United States of America,Massachusetts,2017
1634,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,51-75%,Yes,Maybe,7,I've always been self-employed,No,Yes,Yes,Yes,Yes,1,23.0,,Canada,,Canada,,2017
1635,0,More than 1000,1.0,1.0,Yes,I don't know,I don't know,Maybe,Yes,,,,,Yes,Maybe,10,"Yes, I observed",No,Yes,Yes,No,,0,31.0,Male,United States of America,California,United States of America,California,2017
1636,0,100-500,1.0,1.0,Yes,Yes,Neither easy nor difficult,Maybe,Yes,,,,,Yes,No,8,No,No,Yes,Yes,Yes,Yes,1,30.0,M,United States of America,California,United States of America,California,2017
1637,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,No,No,8,No,No,No,No,No,,0,42.0,male (hey this is the tech industry you're talking about),United Kingdom,,United Kingdom,,2017
1638,0,More than 1000,1.0,1.0,I don't know,I don't know,Somewhat difficult,Maybe,No,,,,,Maybe,No,5,"Yes, I experienced",,Yes,Yes,Yes,Yes,1,26.0,female (cis),United States of America,New York,United States of America,New York,2017
1639,0,100-500,0.0,1.0,Yes,I don't know,Somewhat easy,Yes,Maybe,,,,,Maybe,Maybe,10,"Yes, I observed",No,Yes,Possibly,No,,1,29.0,Female,Germany,,Germany,,2017
1640,0,More than 1000,0.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,,,,,Maybe,No,4,"Yes, I observed",Maybe,No,Possibly,Possibly,,0,35.0,Male,United States of America,Alaska,United States of America,Alaska,2017
1641,1,,,,,,,,,Not applicable to me,Not applicable to me,No,,Yes,No,7,No,,Yes,No,No,,0,31.0,Male,Spain,,Spain,,2017
1642,0,More than 1000,1.0,1.0,I don't know,I don't know,Somewhat easy,No,Maybe,,,,,Maybe,No,0,Maybe/Not sure,,Yes,Don't Know,No,,0,26.0,God King of the Valajar,United States of America,Minnesota,United States of America,Minnesota,2017
1643,0,100-500,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,Yes,,,,,No,No,7,No,No,Yes,Possibly,Possibly,,1,30.0,Male,United States of America,California,United States of America,California,2017
1644,0,500-1000,0.0,1.0,Yes,Yes,Very easy,No,Yes,,,,,No,Maybe,9,No,No,Yes,Don't Know,Don't Know,,0,39.0,M,United States of America,Michigan,United States of America,Michigan,2017
1645,0,26-100,1.0,1.0,No,Yes,Neither easy nor difficult,Maybe,Yes,,,,,Yes,Maybe,10,Maybe/Not sure,,No,No,Don't Know,,0,29.0,Male,Spain,,Spain,,2017
1646,0,26-100,1.0,1.0,No,I don't know,I don't know,Yes,Yes,,,,,Maybe,No,9,No,Maybe,I don't know,No,No,,0,27.0,Male,Spain,,Spain,,2017
1647,0,26-100,1.0,1.0,No,I don't know,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,8,Maybe/Not sure,No,No,Don't Know,Don't Know,,0,29.0,Male,Spain,,Spain,,2017
1648,0,26-100,1.0,1.0,No,I don't know,Neither easy nor difficult,Yes,Yes,,,,,Maybe,No,8,No,No,Yes,No,No,,0,43.0,Male,Spain,,Spain,,2017
1649,0,6-25,1.0,1.0,No,I don't know,Somewhat easy,Yes,Yes,,,,,No,No,7,No,No,No,No,Don't Know,,0,31.0,Male,Spain,,Spain,,2017
1650,0,26-100,1.0,1.0,No,No,Neither easy nor difficult,Yes,Yes,,,,,No,No,9,No,No,No,No,Don't Know,,0,27.0,Female,Spain,,Spain,,2017
1651,0,26-100,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Yes,,,,,Yes,Yes,10,No,No,Yes,No,No,,0,36.0,Male,Greece,,Netherlands,,2017
1652,0,500-1000,1.0,0.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Maybe,7,Maybe/Not sure,,Yes,Yes,No,,1,44.0,Female ,United States of America,Washington,United States of America,Washington,2017
1653,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Maybe,9,No,No,Yes,No,No,,0,44.0,Cis male,United States of America,California,United States of America,California,2017
1654,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Maybe,Maybe,10,No,No,No,Yes,Yes,Yes,1,27.0,female,United States of America,Washington,United States of America,Washington,2017
1655,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Maybe,9,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,42.0,Female,United States of America,California,United States of America,California,2017
1656,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,8,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,28.0,male,United States of America,Washington,United States of America,Washington,2017
1657,0,6-25,0.0,1.0,Yes,Yes,Very easy,Maybe,Maybe,,,,,Yes,No,5,"Yes, I experienced",Yes,No,Yes,Yes,Yes,1,43.0,Male,United States of America,New York,United States of America,New York,2017
1658,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,51-75%,Maybe,No,5,"Yes, I experienced",,I don't know,Yes,Yes,Yes,1,28.0,Female,Canada,,Canada,,2017
1659,0,More than 1000,1.0,1.0,Yes,No,Very easy,No,No,,,,,No,No,8,"Yes, I observed",Yes,Yes,Yes,Yes,Yes,1,49.0,Female,United States of America,Washington,United States of America,Washington,2017
1660,0,6-25,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,,,,,Yes,Maybe,6,Maybe/Not sure,Maybe,I don't know,Yes,Possibly,,1,32.0,Male,France,,France,,2017
1661,0,100-500,1.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,No,No,0,No,Yes,I don't know,Don't Know,Don't Know,,0,33.0,M,United States of America,California,United States of America,California,2017
1662,0,6-25,1.0,0.0,No,I don't know,Neither easy nor difficult,No,No,,,,,No,No,2,No,No,Yes,Possibly,Possibly,,0,45.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1663,0,26-100,1.0,1.0,I don't know,I don't know,Difficult,Maybe,No,,,,,Yes,No,9,No,,I don't know,Yes,Yes,Yes,1,25.0,Female,United States of America,Indiana,United States of America,Indiana,2017
1664,0,26-100,1.0,1.0,Yes,I don't know,Difficult,No,Maybe,,,,,Maybe,No,9,No,,Yes,Yes,Yes,Yes,1,42.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1665,0,6-25,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Yes,No,,,,,Maybe,No,6,"Yes, I observed",Yes,Yes,No,Don't Know,,0,25.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1666,0,100-500,1.0,1.0,Yes,I don't know,Difficult,Maybe,Maybe,,,,,No,No,10,No,No,Yes,No,Possibly,,1,25.0,Female,United States of America,Ohio,United States of America,Ohio,2017
1667,0,500-1000,1.0,0.0,Yes,I don't know,I don't know,Yes,Maybe,,,,,Yes,Maybe,5,Maybe/Not sure,,Yes,Possibly,No,,0,31.0,Female,Ireland,,United States of America,California,2017
1668,0,26-100,0.0,1.0,Yes,I don't know,I don't know,No,No,,,,,No,No,3,No,Maybe,I don't know,No,No,,0,22.0,Female,United States of America,New Jersey,United States of America,New York,2017
1669,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,26-50%,No,No,3,"Yes, I observed",,Yes,Yes,Yes,Yes,1,33.0,f,United States of America,New Mexico,United States of America,New Mexico,2017
1670,0,More than 1000,1.0,1.0,No,No,Difficult,Yes,Yes,,,,,Yes,No,5,Maybe/Not sure,No,Yes,,Yes,No,0,40.0,Male,India,,India,,2017
1671,0,26-100,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe,,,,,No,No,7,Maybe/Not sure,,I don't know,Don't Know,Possibly,,1,28.0,Male,United States of America,Tennessee,United States of America,Tennessee,2017
1672,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,Yes,,,,,Maybe,No,6,Maybe/Not sure,,I don't know,Possibly,Possibly,,0,37.0,Male,United States of America,Minnesota,United States of America,Minnesota,2017
1673,0,More than 1000,1.0,1.0,Yes,I don't know,Difficult,No,No,,,,,Yes,No,7,"Yes, I observed",Yes,I don't know,Yes,Yes,Yes,1,35.0,Male,Canada,,Canada,,2017
1674,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,1-25%,Maybe,No,5,"Yes, I experienced",No,No,Yes,Yes,Yes,1,47.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1675,0,26-100,1.0,1.0,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,,,,,No,No,3,No,No,Yes,Don't Know,Possibly,,0,20.0,Male,United Kingdom,,United Kingdom,,2017
1676,0,More than 1000,1.0,0.0,Yes,No,Very easy,Maybe,No,,,,,Maybe,No,10,No,No,No,Possibly,No,,0,27.0,Female,Spain,,Spain,,2017
1677,0,100-500,0.0,1.0,Yes,Yes,Somewhat difficult,No,No,,,,,No,No,0,"Yes, I observed",Yes,No,Possibly,No,,0,62.0,Female,United States of America,Missouri,United States of America,Missouri,2017
1678,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,26-50%,No,No,0,No,,No,No,No,,0,42.0,male,United States of America,New Jersey,United States of America,New York,2017
1679,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,26-50%,Maybe,Maybe,3,"Yes, I observed",No,I don't know,Yes,Yes,Yes,1,35.0,Male,United States of America,Georgia,United States of America,Georgia,2017
1680,0,26-100,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,Maybe,,,,,Maybe,Maybe,7,Maybe/Not sure,,I don't know,Possibly,Possibly,,0,29.0,Male,Germany,,Germany,,2017
1681,0,More than 1000,1.0,1.0,Yes,Yes,Somewhat easy,No,No,,,,,Yes,Maybe,5,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,37.0,Male,United Kingdom,,United Kingdom,,2017
1682,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,,,,,No,No,8,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,51.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1683,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Maybe,Yes,,,,,Yes,Maybe,8,"Yes, I observed",No,Yes,Possibly,No,,1,60.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1684,1,,,,,,,,,"No, because it doesn't matter","No, because it would impact me negatively",Yes,1-25%,No,No,9,Maybe/Not sure,Yes,I don't know,Possibly,Yes,Yes,1,30.0,F,United States of America,Illinois,United States of America,Illinois,2017
1685,0,100-500,1.0,0.0,Yes,Yes,Somewhat easy,Maybe,Maybe,,,,,Maybe,No,6,Maybe/Not sure,No,Yes,Yes,Yes,Yes,0,36.0,f,United States of America,Michigan,United States of America,Michigan,2017
1686,0,26-100,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,6,Maybe/Not sure,No,I don't know,Possibly,Don't Know,,1,38.0,m,United States of America,Nebraska,United States of America,Nebraska,2017
1687,0,100-500,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Yes,Maybe,8,No,No,No,Yes,Possibly,,1,30.0,Woman,Mexico,,Mexico,,2017
1688,0,100-500,1.0,0.0,I don't know,I don't know,Very easy,Yes,Yes,,,,,Yes,Maybe,10,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,35.0,Male,United Kingdom,,United Kingdom,,2017
1689,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,Maybe,No,10,Maybe/Not sure,No,I don't know,Yes,No,,1,50.0,female,United Kingdom,,United Kingdom,,2017
1690,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,No,2,No,No,Yes,Yes,No,,1,41.0,Male,United Kingdom,,United Kingdom,,2017
1691,1,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Yes,51-75%,No,No,10,Maybe/Not sure,,Yes,Yes,Yes,Yes,1,58.0,female,United States of America,Texas,United States of America,Texas,2017
1692,0,1-5,0.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,No,Yes,9,Maybe/Not sure,,No,No,Yes,Yes,1,27.0,Male,United States of America,Texas,United States of America,Texas,2017
1693,0,100-500,0.0,1.0,No,Yes,Neither easy nor difficult,Yes,Yes,,,,,Maybe,Maybe,0,Maybe/Not sure,No,No,Yes,No,,1,53.0,man,Switzerland,,Swaziland,,2017
1694,0,6-25,0.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,,,,,Maybe,No,4,Maybe/Not sure,No,I don't know,Don't Know,Possibly,,0,42.0,Female,United States of America,North Dakota,United States of America,North Dakota,2017
1695,0,26-100,0.0,1.0,No,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,7,No,Maybe,Yes,Possibly,No,,0,33.0,male,Germany,,Germany,,2017
1696,0,100-500,1.0,0.0,Yes,Yes,Somewhat easy,Maybe,No,,,,,Yes,No,9,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,25.0,Nonbinary,United States of America,Michigan,United States of America,Michigan,2017
1697,0,6-25,1.0,1.0,I don't know,Yes,Very easy,Maybe,Yes,,,,,No,No,7,No,,Yes,No,No,,1,40.0,Male,United States of America,Tennessee,United States of America,Tennessee,2017
1698,0,6-25,0.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Yes,10,No,No,Yes,Yes,Yes,Yes,1,25.0,My sex is female.,United States of America,Indiana,United States of America,Indiana,2017
1699,0,100-500,1.0,1.0,I don't know,I don't know,I don't know,Maybe,No,,,,,No,No,6,"Yes, I observed",Maybe,No,No,No,,0,49.0,female,United States of America,Michigan,United States of America,Michigan,2017
1700,0,6-25,1.0,1.0,No,No,Difficult,Maybe,No,,,,,No,No,5,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,44.0,Female,United States of America,Ohio,United States of America,Ohio,2017
1701,0,100-500,1.0,1.0,I don't know,I don't know,Difficult,Yes,No,,,,,No,No,5,Maybe/Not sure,Maybe,No,Yes,Yes,Yes,1,30.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1702,0,100-500,1.0,0.0,Yes,I don't know,I don't know,No,Maybe,,,,,Maybe,No,5,Maybe/Not sure,No,Yes,Possibly,Possibly,,0,28.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1703,0,100-500,1.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,6,Maybe/Not sure,No,Yes,Yes,Possibly,,1,26.0,M,United States of America,Ohio,United States of America,Ohio,2017
1704,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,No,No,9,No,Maybe,Yes,Yes,Yes,Yes,1,31.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1705,0,6-25,1.0,1.0,Yes,No,Very easy,Yes,Yes,,,,,No,No,8,No,No,Yes,Yes,Yes,Yes,1,32.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1706,0,100-500,1.0,1.0,I don't know,I don't know,Very easy,Maybe,Maybe,,,,,Maybe,Maybe,10,No,,No,No,Don't Know,,0,24.0,Male,United States of America,Iowa,United States of America,Iowa,2017
1707,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat difficult,Maybe,Yes,,,,,Maybe,No,9,"Yes, I observed",Yes,Yes,Possibly,Possibly,,0,34.0,male,United States of America,Iowa,United States of America,Iowa,2017
1708,0,100-500,1.0,1.0,Yes,Yes,Very easy,Maybe,Yes,,,,,No,No,9,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,31.0,female,United States of America,Iowa,United States of America,Iowa,2017
1709,0,100-500,1.0,1.0,Yes,I don't know,Very easy,Maybe,Yes,,,,,Yes,No,8,No,No,No,No,No,,0,47.0,Male,United States of America,Michigan,United States of America,Michigan,2017
1710,0,100-500,1.0,1.0,Yes,Yes,Neither easy nor difficult,Maybe,Maybe,,,,,Maybe,Maybe,6,No,No,I don't know,No,No,,0,59.0,male,United States of America,Georgia,United States of America,Iowa,2017
1711,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat easy,Yes,Yes,,,,,Yes,No,9,"Yes, I observed",No,Yes,Yes,Yes,Yes,1,44.0,male,United States of America,Ohio,United States of America,Ohio,2017
1712,0,100-500,1.0,1.0,No,I don't know,Neither easy nor difficult,No,No,,,,,No,No,0,No,No,No,No,No,,0,26.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1713,1,,,,,,,,,"No, because it doesn't matter","Sometimes, if it comes up",Yes,51-75%,Maybe,Maybe,10,No,No,No,Yes,Yes,Yes,1,43.0,Male,United States of America,Maryland,United States of America,Maryland,2017
1714,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,1-25%,Maybe,No,8,No,Maybe,I don't know,Don't Know,Don't Know,,0,39.0,Male,United Kingdom,,United Kingdom,,2017
1715,0,1-5,1.0,1.0,I don't know,Yes,Neither easy nor difficult,Yes,Yes,,,,,Maybe,Maybe,7,No,,I don't know,Don't Know,Possibly,,0,43.0,M,United States of America,Ohio,United States of America,Ohio,2017
1716,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,Yes,Maybe,3,No,Maybe,I don't know,Yes,Yes,Yes,1,40.0,Male,United Kingdom,,United Kingdom,,2017
1717,0,1-5,1.0,1.0,I don't know,No,Somewhat difficult,No,No,,,,,Yes,No,7,Maybe/Not sure,No,I don't know,No,Possibly,,0,22.0,male,Germany,,Germany,,2017
1718,0,6-25,1.0,1.0,Not eligible for coverage / NA,No,Very easy,Maybe,Yes,,,,,Yes,Yes,10,No,No,No,No,Yes,Yes,0,24.0,m,Netherlands,,Netherlands,,2017
1719,0,500-1000,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,No,,,,,Maybe,No,2,"Yes, I observed",,Yes,Yes,Yes,Yes,1,35.0,male,United States of America,Ohio,United States of America,Ohio,2017
1720,0,26-100,1.0,0.0,I don't know,No,I don't know,Maybe,Yes,,,,,No,No,5,No,Maybe,No,No,No,,0,40.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1721,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,1-25%,No,No,10,No,No,Yes,Yes,Possibly,,1,26.0,Male,Canada,,Canada,,2017
1722,1,,,,,,,,,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,1-25%,Maybe,No,9,Maybe/Not sure,,Yes,Yes,Yes,Yes,1,23.0,Male,Brazil,,Brazil,,2017
1723,0,100-500,0.0,1.0,I don't know,Yes,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,4,No,No,Yes,Yes,No,,1,30.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1724,0,500-1000,0.0,1.0,Yes,Yes,Very easy,Yes,Maybe,,,,,Maybe,No,7,No,No,I don't know,No,Don't Know,,0,37.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1725,0,1-5,1.0,1.0,No,I don't know,Somewhat easy,No,Yes,,,,,Yes,No,9,No,Maybe,No,Yes,Yes,Yes,1,27.0,Male,United States of America,Ohio,United States of America,Ohio,2017
1726,0,100-500,1.0,1.0,Yes,Yes,Somewhat difficult,Maybe,No,,,,,No,No,6,No,No,I don't know,Yes,Possibly,,1,42.0,male,United States of America,Ohio,United States of America,Ohio,2017
1727,0,100-500,1.0,0.0,Yes,I don't know,I don't know,Maybe,Yes,,,,,No,No,8,No,No,No,Yes,Possibly,,1,49.0,Male,United States of America,Minnesota,United States of America,Minnesota,2017
1728,0,26-100,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,7,No,,I don't know,Possibly,Yes,Yes,1,40.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1729,0,100-500,1.0,0.0,Yes,Yes,Very easy,Maybe,Yes,,,,,No,No,8,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,26.0,female,United States of America,Minnesota,United States of America,Minnesota,2017
1730,0,500-1000,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,No,No,10,"Yes, I observed",No,Yes,Possibly,Yes,Yes,1,29.0,Male,United States of America,Texas,United States of America,California,2017
1731,0,26-100,1.0,0.0,Yes,Yes,Somewhat difficult,Maybe,Maybe,,,,,Maybe,Maybe,6,Maybe/Not sure,No,Yes,No,No,,0,39.0,F,United States of America,Indiana,United States of America,Indiana,2017
1732,0,More than 1000,0.0,1.0,Yes,Yes,Somewhat difficult,Maybe,Yes,,,,,No,No,3,No,Yes,Yes,Yes,Yes,Yes,1,40.0,M,United States of America,Illinois,United States of America,Illinois,2017
1733,0,26-100,1.0,1.0,No,I don't know,Somewhat easy,No,Yes,,,,,Yes,No,1,No,,No,No,Don't Know,,0,23.0,male,Ukraine,,Ukraine,,2017
1734,0,26-100,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,Maybe,,,,,Maybe,No,2,Maybe/Not sure,Yes,No,No,No,,0,50.0,M,United States of America,Indiana,United States of America,Indiana,2017
1735,0,More than 1000,0.0,1.0,Yes,Yes,Somewhat easy,Maybe,Maybe,,,,,Maybe,Maybe,8,Maybe/Not sure,No,No,Yes,Yes,Yes,1,35.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1736,0,100-500,1.0,1.0,Yes,I don't know,Neither easy nor difficult,No,Maybe,,,,,Yes,No,5,"Yes, I observed",No,I don't know,Yes,Possibly,,1,24.0,Male,Mexico,,Mexico,,2017
1737,0,26-100,1.0,1.0,Yes,I don't know,Somewhat easy,No,No,,,,,Maybe,No,6,"Yes, I experienced",No,Yes,Yes,Yes,Yes,1,35.0,female,United States of America,Indiana,United States of America,Indiana,2017
1738,0,26-100,1.0,1.0,I don't know,Yes,Very easy,No,Yes,,,,,No,No,7,No,No,I don't know,Possibly,No,,0,36.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1739,0,26-100,1.0,0.0,Yes,No,I don't know,Maybe,Yes,,,,,Maybe,No,5,"Yes, I observed",Yes,I don't know,No,No,,0,50.0,Female,United States of America,Indiana,United States of America,Indiana,2017
1740,0,26-100,1.0,1.0,I don't know,I don't know,I don't know,Yes,Maybe,,,,,Maybe,No,5,No,,No,No,No,,0,47.0,female,United States of America,Indiana,United States of America,Indiana,2017
